country,year,age,data_id,sex,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
Denmark,2008,25-34 years,7590,male,48,341329,14.06,Generation X,"3,53,36,10,56,080",68447
Denmark,2008,35-54 years,7589,male,150,788890,19.01,Boomers,"3,53,36,10,56,080",68447
Denmark,2008,5-14 years,7597,female,2,332388,0.6,Generation Z,"3,53,36,10,56,080",68447
Denmark,2008,55-74 years,7588,male,127,595286,21.33,Silent,"3,53,36,10,56,080",68447
Denmark,2008,75+ years,7587,male,62,147834,41.94,Silent,"3,53,36,10,56,080",68447
Denmark,2009,15-24 years,7605,male,24,340143,7.06,Millenials,"3,21,24,13,96,034",61863
Denmark,2009,25-34 years,7603,male,36,335963,10.72,Generation X,"3,21,24,13,96,034",61863
Denmark,2009,35-54 years,7601,male,186,790578,23.53,Boomers,"3,21,24,13,96,034",61863
Denmark,2009,5-14 years,7609,male,2,347259,0.58,Generation Z,"3,21,24,13,96,034",61863
Denmark,2009,55-74 years,7600,male,165,604423,27.3,Silent,"3,21,24,13,96,034",61863
Denmark,2009,75+ years,7599,male,64,150153,42.62,Silent,"3,21,24,13,96,034",61863
Denmark,2010,15-24 years,7618,male,17,349175,4.87,Millenials,"3,21,99,53,50,347",61711
Denmark,2010,25-34 years,7614,male,43,329780,13.04,Generation X,"3,21,99,53,50,347",61711
Denmark,2010,35-54 years,7613,male,142,791338,17.94,Generation X,"3,21,99,53,50,347",61711
Denmark,2010,55-74 years,7616,female,56,634607,8.82,Silent,"3,21,99,53,50,347",61711
Denmark,2010,75+ years,7611,male,61,153231,39.81,Silent,"3,21,99,53,50,347",61711
Denmark,2011,15-24 years,7629,male,26,356319,7.3,Millenials,"3,44,00,32,09,696",65598
Denmark,2011,25-34 years,7626,male,35,326633,10.72,Millenials,"3,44,00,32,09,696",65598
Denmark,2011,35-54 years,7624,male,189,791137,23.89,Generation X,"3,44,00,32,09,696",65598
Denmark,2011,55-74 years,7625,male,139,621859,22.35,Boomers,"3,44,00,32,09,696",65598
Denmark,2011,75+ years,7623,male,48,156856,30.6,Silent,"3,44,00,32,09,696",65598
Denmark,2012,15-24 years,7640,male,33,362466,9.1,Millenials,"3,27,14,88,99,962",62071
Denmark,2012,25-34 years,7639,male,31,326746,9.49,Millenials,"3,27,14,88,99,962",62071
Denmark,2012,35-54 years,7636,male,209,788215,26.52,Generation X,"3,27,14,88,99,962",62071
Denmark,2012,5-14 years,7645,male,1,340022,0.29,Generation Z,"3,27,14,88,99,962",62071
Denmark,2012,55-74 years,7637,male,153,630159,24.28,Boomers,"3,27,14,88,99,962",62071
Denmark,2012,75+ years,7635,male,67,161259,41.55,Silent,"3,27,14,88,99,962",62071
Denmark,2013,15-24 years,7654,male,23,367000,6.27,Millenials,"3,43,58,43,85,594",64831
Denmark,2013,25-34 years,7655,female,16,322819,4.96,Millenials,"3,43,58,43,85,594",64831
Denmark,2013,35-54 years,7653,female,54,775088,6.97,Generation X,"3,43,58,43,85,594",64831
Denmark,2013,5-14 years,7658,male,1,339830,0.29,Generation Z,"3,43,58,43,85,594",64831
Denmark,2013,55-74 years,7652,female,52,658936,7.89,Boomers,"3,43,58,43,85,594",64831
Denmark,2013,75+ years,7650,female,25,243880,10.25,Silent,"3,43,58,43,85,594",64831
Denmark,2014,15-24 years,7664,male,31,370570,8.37,Millenials,"3,52,99,36,33,221",66114
Denmark,2014,25-34 years,7663,male,43,333712,12.89,Millenials,"3,52,99,36,33,221",66114
Denmark,2014,35-54 years,7661,male,178,784300,22.7,Generation X,"3,52,99,36,33,221",66114
Denmark,2014,5-14 years,7669,female,1,323749,0.31,Generation Z,"3,52,99,36,33,221",66114
Denmark,2014,55-74 years,7660,male,155,645001,24.03,Boomers,"3,52,99,36,33,221",66114
Denmark,2014,75+ years,7659,male,61,172150,35.43,Silent,"3,52,99,36,33,221",66114
Denmark,2015,15-24 years,7678,male,18,374051,4.81,Millenials,"3,01,29,84,64,861",55972
Denmark,2015,25-34 years,7676,male,30,342769,8.75,Millenials,"3,01,29,84,64,861",55972
Denmark,2015,35-54 years,7672,male,159,783366,20.3,Generation X,"3,01,29,84,64,861",55972
Denmark,2015,5-14 years,7681,female,3,323821,0.93,Generation Z,"3,01,29,84,64,861",55972
Denmark,2015,55-74 years,7673,male,126,651856,19.33,Boomers,"3,01,29,84,64,861",55972
Denmark,2015,75+ years,7671,male,57,178633,31.91,Silent,"3,01,29,84,64,861",55972
Ecuador,1985,15-24 years,7700,female,58,897700,6.46,Generation X,"17,14,90,94,590",2238
Ecuador,1985,25-34 years,7701,female,31,600800,5.16,Boomers,"17,14,90,94,590",2238
Ecuador,1985,35-54 years,7703,female,15,692800,2.17,Silent,"17,14,90,94,590",2238
Ecuador,1985,5-14 years,7705,male,7,1307600,0.54,Generation X,"17,14,90,94,590",2238
Ecuador,1985,55-74 years,7704,female,4,303000,1.32,G.I. Generation,"17,14,90,94,590",2238
Ecuador,1985,75+ years,7702,female,2,49000,4.08,G.I. Generation,"17,14,90,94,590",2238
Ecuador,1986,15-24 years,7710,male,87,941900,9.24,Generation X,"15,31,41,43,988",1943
Ecuador,1986,25-34 years,7708,male,67,628400,10.66,Boomers,"15,31,41,43,988",1943
Ecuador,1986,35-54 years,7713,male,52,712600,7.3,Silent,"15,31,41,43,988",1943
Ecuador,1986,5-14 years,7717,female,6,1298800,0.46,Generation X,"15,31,41,43,988",1943
Ecuador,1986,55-74 years,7709,male,28,297200,9.42,G.I. Generation,"15,31,41,43,988",1943
Ecuador,1986,75+ years,7707,male,6,41100,14.6,G.I. Generation,"15,31,41,43,988",1943
Ecuador,1987,15-24 years,7722,female,79,999500,7.9,Generation X,"13,94,54,31,882",1669
Ecuador,1987,25-34 years,7720,male,74,718200,10.3,Boomers,"13,94,54,31,882",1669
Ecuador,1987,35-54 years,7721,male,73,773400,9.44,Silent,"13,94,54,31,882",1669
Ecuador,1987,5-14 years,7729,male,8,1309500,0.61,Generation X,"13,94,54,31,882",1669
Ecuador,1987,55-74 years,7724,male,20,318600,6.28,G.I. Generation,"13,94,54,31,882",1669
Ecuador,1987,75+ years,7719,male,6,52900,11.34,G.I. Generation,"13,94,54,31,882",1669
Ecuador,1988,15-24 years,7734,male,107,1052900,10.16,Generation X,"13,05,18,86,552",1519
Ecuador,1988,25-34 years,7731,male,93,738500,12.59,Boomers,"13,05,18,86,552",1519
Ecuador,1988,35-54 years,7735,male,73,795100,9.18,Silent,"13,05,18,86,552",1519
Ecuador,1988,5-14 years,7741,female,5,1308600,0.38,Generation X,"13,05,18,86,552",1519
Ecuador,1988,55-74 years,7732,male,41,327400,12.52,G.I. Generation,"13,05,18,86,552",1519
Ecuador,1988,75+ years,7733,male,6,54400,11.03,G.I. Generation,"13,05,18,86,552",1519
Ecuador,1989,15-24 years,7745,female,89,1008927,8.82,Generation X,"13,89,08,28,708",1619
Ecuador,1989,25-34 years,7744,male,76,766852,9.91,Boomers,"13,89,08,28,708",1619
Ecuador,1989,35-54 years,7746,male,71,843236,8.42,Silent,"13,89,08,28,708",1619
Ecuador,1989,5-14 years,7754,female,5,1207466,0.41,Generation X,"13,89,08,28,708",1619
Ecuador,1989,55-74 years,7747,male,26,347684,7.48,G.I. Generation,"13,89,08,28,708",1619
Ecuador,1989,75+ years,7743,male,10,68674,14.56,G.I. Generation,"13,89,08,28,708",1619
Ecuador,1990,15-24 years,7758,female,84,1031235,8.15,Generation X,"15,23,92,78,100",1732
Ecuador,1990,25-34 years,7760,female,42,779938,5.39,Boomers,"15,23,92,78,100",1732
Ecuador,1990,35-54 years,7759,male,70,877120,7.98,Silent,"15,23,92,78,100",1732
Ecuador,1990,5-14 years,7765,male,6,1262625,0.48,Generation X,"15,23,92,78,100",1732
Ecuador,1990,55-74 years,7764,female,3,380666,0.79,G.I. Generation,"15,23,92,78,100",1732
Ecuador,1990,75+ years,7761,male,3,70844,4.23,G.I. Generation,"15,23,92,78,100",1732
Ecuador,1991,15-24 years,7767,female,117,1061400,11.02,Generation X,"16,98,85,35,268",1869
Ecuador,1991,25-34 years,7771,male,70,804000,8.71,Boomers,"16,98,85,35,268",1869
Ecuador,1991,35-54 years,7775,female,18,903600,1.99,Boomers,"16,98,85,35,268",1869
Ecuador,1991,5-14 years,7777,female,9,1294500,0.7,Millenials,"16,98,85,35,268",1869
Ecuador,1991,55-74 years,7768,male,37,368900,10.03,Silent,"16,98,85,35,268",1869
Ecuador,1991,75+ years,7772,male,5,68100,7.34,G.I. Generation,"16,98,85,35,268",1869
Ecuador,1992,15-24 years,7783,female,92,1071397,8.59,Generation X,"18,09,42,38,119",1955
Ecuador,1992,25-34 years,7785,female,40,825399,4.85,Boomers,"18,09,42,38,119",1955
Ecuador,1992,35-54 years,7787,female,20,954268,2.1,Boomers,"18,09,42,38,119",1955
Ecuador,1992,5-14 years,7788,female,13,1264449,1.03,Millenials,"18,09,42,38,119",1955
Ecuador,1992,55-74 years,7789,female,4,404377,0.99,Silent,"18,09,42,38,119",1955
Ecuador,1992,75+ years,7786,female,3,95162,3.15,G.I. Generation,"18,09,42,38,119",1955
Ecuador,1993,15-24 years,7791,female,131,1090454,12.01,Generation X,"18,93,87,17,359",1996
Ecuador,1993,25-34 years,7796,female,40,849600,4.71,Boomers,"18,93,87,17,359",1996
Ecuador,1993,35-54 years,7795,male,89,981892,9.06,Boomers,"18,93,87,17,359",1996
Ecuador,1993,5-14 years,7801,female,9,1285346,0.7,Millenials,"18,93,87,17,359",1996
Ecuador,1993,55-74 years,7793,male,46,392963,11.71,Silent,"18,93,87,17,359",1996
Ecuador,1993,75+ years,7799,female,2,98838,2.02,G.I. Generation,"18,93,87,17,359",1996
Ecuador,1994,15-24 years,7807,female,95,1108840,8.57,Generation X,"22,70,86,73,337",2335
Ecuador,1994,25-34 years,7804,male,96,881672,10.89,Boomers,"22,70,86,73,337",2335
Ecuador,1994,35-54 years,7810,female,21,1029098,2.04,Boomers,"22,70,86,73,337",2335
Ecuador,1994,5-14 years,7813,male,12,1348611,0.89,Millenials,"22,70,86,73,337",2335
Ecuador,1994,55-74 years,7814,female,3,432045,0.69,Silent,"22,70,86,73,337",2335
Ecuador,1994,75+ years,7811,female,1,102472,0.98,G.I. Generation,"22,70,86,73,337",2335
Ecuador,1995,15-24 years,7816,male,113,1152675,9.8,Generation X,"24,43,28,84,442",2453
Ecuador,1995,25-34 years,7815,male,97,905313,10.71,Generation X,"24,43,28,84,442",2453
Ecuador,1995,35-54 years,7818,male,101,1055363,9.57,Boomers,"24,43,28,84,442",2453
Ecuador,1995,5-14 years,7826,male,6,1369259,0.44,Millenials,"24,43,28,84,442",2453
Ecuador,1995,55-74 years,7817,male,41,420246,9.76,Silent,"24,43,28,84,442",2453
Ecuador,1995,75+ years,7819,male,8,86756,9.22,G.I. Generation,"24,43,28,84,442",2453
Ecuador,1996,15-24 years,7830,male,126,1169923,10.77,Generation X,"25,22,63,93,197",2474
Ecuador,1996,25-34 years,7829,male,111,927403,11.97,Generation X,"25,22,63,93,197",2474
Ecuador,1996,35-54 years,7832,male,88,1091980,8.06,Boomers,"25,22,63,93,197",2474
Ecuador,1996,5-14 years,7837,female,17,1345854,1.26,Millenials,"25,22,63,93,197",2474
Ecuador,1996,55-74 years,7827,male,53,434259,12.2,Silent,"25,22,63,93,197",2474
Ecuador,1996,75+ years,7828,male,11,91455,12.03,G.I. Generation,"25,22,63,93,197",2474
Ecuador,1997,15-24 years,7840,male,124,1186873,10.45,Generation X,"28,16,20,53,027",2701
Ecuador,1997,25-34 years,7839,male,109,949086,11.48,Generation X,"28,16,20,53,027",2701
Ecuador,1997,35-54 years,7842,male,99,1128260,8.77,Boomers,"28,16,20,53,027",2701
Ecuador,1997,5-14 years,7847,female,24,1364640,1.76,Millenials,"28,16,20,53,027",2701
Ecuador,1997,55-74 years,7844,male,35,449276,7.79,Silent,"28,16,20,53,027",2701
Ecuador,1997,75+ years,7841,male,9,95968,9.38,G.I. Generation,"28,16,20,53,027",2701
Ecuador,1998,15-24 years,7852,male,122,1204061,10.13,Generation X,"27,98,18,96,948",2626
Ecuador,1998,25-34 years,7851,male,113,970170,11.65,Generation X,"27,98,18,96,948",2626
Ecuador,1998,35-54 years,7855,male,87,1164711,7.47,Boomers,"27,98,18,96,948",2626
Ecuador,1998,5-14 years,7861,female,12,1381485,0.87,Millenials,"27,98,18,96,948",2626
Ecuador,1998,55-74 years,7862,female,3,496656,0.6,Silent,"27,98,18,96,948",2626
Ecuador,1998,75+ years,7854,male,8,100363,7.97,G.I. Generation,"27,98,18,96,948",2626
Ecuador,1999,15-24 years,7868,female,96,1194004,8.04,Generation X,"19,64,52,72,636",1805
Ecuador,1999,25-34 years,7865,male,103,990403,10.4,Generation X,"19,64,52,72,636",1805
Ecuador,1999,35-54 years,7867,male,105,1202249,8.73,Boomers,"19,64,52,72,636",1805
Ecuador,1999,5-14 years,7872,male,22,1445034,1.52,Millenials,"19,64,52,72,636",1805
Ecuador,1999,55-74 years,7866,male,45,480747,9.36,Silent,"19,64,52,72,636",1805
Ecuador,1999,75+ years,7874,female,1,128252,0.78,G.I. Generation,"19,64,52,72,636",1805
Ecuador,2000,15-24 years,7875,male,132,1241587,10.63,Generation X,"18,32,77,64,882",1650
Ecuador,2000,25-34 years,7881,female,45,1004357,4.48,Generation X,"18,32,77,64,882",1650
Ecuador,2000,35-54 years,7882,female,23,1261528,1.82,Boomers,"18,32,77,64,882",1650
Ecuador,2000,5-14 years,7885,female,12,1408985,0.85,Millenials,"18,32,77,64,882",1650
Ecuador,2000,55-74 years,7879,male,30,496455,6.04,Silent,"18,32,77,64,882",1650
Ecuador,2000,75+ years,7886,female,1,134087,0.75,G.I. Generation,"18,32,77,64,882",1650
Ecuador,2001,15-24 years,7888,male,130,1259528,10.32,Millenials,"24,46,83,24,000",2160
Ecuador,2001,25-34 years,7889,male,101,1026201,9.84,Generation X,"24,46,83,24,000",2160
Ecuador,2001,35-54 years,7890,male,99,1281560,7.72,Boomers,"24,46,83,24,000",2160
Ecuador,2001,5-14 years,7897,female,17,1421482,1.2,Millenials,"24,46,83,24,000",2160
Ecuador,2001,55-74 years,7895,female,10,547445,1.83,Silent,"24,46,83,24,000",2160
Ecuador,2001,75+ years,7887,male,15,114564,13.09,Silent,"24,46,83,24,000",2160
Ecuador,2002,15-24 years,7904,female,91,1248096,7.29,Millenials,"28,54,89,45,000",2472
Ecuador,2002,25-34 years,7901,male,89,1041783,8.54,Generation X,"28,54,89,45,000",2472
Ecuador,2002,35-54 years,7902,male,109,1323268,8.24,Boomers,"28,54,89,45,000",2472
Ecuador,2002,5-14 years,7907,female,23,1432629,1.61,Millenials,"28,54,89,45,000",2472
Ecuador,2002,55-74 years,7903,male,39,525419,7.42,Silent,"28,54,89,45,000",2472
Ecuador,2002,75+ years,7900,male,12,119896,10.01,Silent,"28,54,89,45,000",2472
Ecuador,2003,15-24 years,7913,female,120,1267956,9.46,Millenials,"32,43,28,58,000",2755
Ecuador,2003,25-34 years,7917,female,47,1051741,4.47,Generation X,"32,43,28,58,000",2755
Ecuador,2003,35-54 years,7919,female,23,1390993,1.65,Boomers,"32,43,28,58,000",2755
Ecuador,2003,5-14 years,7920,female,20,1442546,1.39,Millenials,"32,43,28,58,000",2755
Ecuador,2003,55-74 years,7915,male,49,540808,9.06,Silent,"32,43,28,58,000",2755
Ecuador,2003,75+ years,7916,male,11,125204,8.79,Silent,"32,43,28,58,000",2755
Ecuador,2004,15-24 years,7927,female,127,1288166,9.86,Millenials,"36,59,16,61,000",3051
Ecuador,2004,25-34 years,7929,female,36,1066713,3.37,Generation X,"36,59,16,61,000",3051
Ecuador,2004,35-54 years,7928,male,138,1406412,9.81,Boomers,"36,59,16,61,000",3051
Ecuador,2004,5-14 years,7931,female,30,1451359,2.07,Millenials,"36,59,16,61,000",3051
Ecuador,2004,55-74 years,7934,female,11,599819,1.83,Silent,"36,59,16,61,000",3051
Ecuador,2004,75+ years,7930,female,5,160427,3.12,Silent,"36,59,16,61,000",3051
Ecuador,2005,15-24 years,7936,male,206,1343527,15.33,Millenials,"41,50,70,85,000",3397
Ecuador,2005,25-34 years,7937,male,150,1087218,13.8,Generation X,"41,50,70,85,000",3397
Ecuador,2005,35-54 years,7938,male,197,1445306,13.63,Boomers,"41,50,70,85,000",3397
Ecuador,2005,5-14 years,7943,male,34,1513146,2.25,Millenials,"41,50,70,85,000",3397
Ecuador,2005,55-74 years,7939,male,73,578971,12.61,Silent,"41,50,70,85,000",3397
Ecuador,2005,75+ years,7935,male,23,136021,16.91,Silent,"41,50,70,85,000",3397
Ecuador,2006,15-24 years,7951,male,156,1363891,11.44,Millenials,"46,80,20,44,000",3759
Ecuador,2006,25-34 years,7953,female,49,1100246,4.45,Generation X,"46,80,20,44,000",3759
Ecuador,2006,35-54 years,7952,male,166,1486091,11.17,Boomers,"46,80,20,44,000",3759
Ecuador,2006,5-14 years,7958,male,29,1520643,1.91,Millenials,"46,80,20,44,000",3759
Ecuador,2006,55-74 years,7955,female,18,646356,2.78,Silent,"46,80,20,44,000",3759
Ecuador,2006,75+ years,7956,female,4,173865,2.3,Silent,"46,80,20,44,000",3759
Ecuador,2007,15-24 years,7964,female,135,1346416,10.03,Millenials,"51,00,77,77,000",4024
Ecuador,2007,25-34 years,7965,female,53,1118153,4.74,Generation X,"51,00,77,77,000",4024
Ecuador,2007,35-54 years,7968,female,42,1557413,2.7,Boomers,"51,00,77,77,000",4024
Ecuador,2007,5-14 years,7969,female,23,1470813,1.56,Generation Z,"51,00,77,77,000",4024
Ecuador,2007,55-74 years,7967,female,19,673563,2.82,Silent,"51,00,77,77,000",4024
Ecuador,2007,75+ years,7970,female,2,180159,1.11,Silent,"51,00,77,77,000",4024
Ecuador,2008,15-24 years,7972,male,209,1401816,14.91,Millenials,"61,76,26,35,000",4787
Ecuador,2008,25-34 years,7973,male,170,1142009,14.89,Generation X,"61,76,26,35,000",4787
Ecuador,2008,35-54 years,7975,male,158,1563128,10.11,Boomers,"61,76,26,35,000",4787
Ecuador,2008,5-14 years,7980,male,24,1530626,1.57,Generation Z,"61,76,26,35,000",4787
Ecuador,2008,55-74 years,7974,male,81,654092,12.38,Silent,"61,76,26,35,000",4787
Ecuador,2008,75+ years,7971,male,31,150423,20.61,Silent,"61,76,26,35,000",4787
Ecuador,2009,15-24 years,7988,female,100,1380435,7.24,Millenials,"62,51,96,86,000",4762
Ecuador,2009,25-34 years,7990,female,48,1155088,4.16,Generation X,"62,51,96,86,000",4762
Ecuador,2009,35-54 years,7991,female,48,1636049,2.93,Boomers,"62,51,96,86,000",4762
Ecuador,2009,5-14 years,7993,male,23,1533769,1.5,Generation Z,"62,51,96,86,000",4762
Ecuador,2009,55-74 years,7992,female,20,734615,2.72,Silent,"62,51,96,86,000",4762
Ecuador,2009,75+ years,7986,male,20,155307,12.88,Silent,"62,51,96,86,000",4762
Ecuador,2010,15-24 years,7995,male,214,1436267,14.9,Millenials,"69,55,53,67,000",5206
Ecuador,2010,25-34 years,7996,male,171,1181648,14.47,Generation X,"69,55,53,67,000",5206
Ecuador,2010,35-54 years,7997,male,165,1639225,10.07,Generation X,"69,55,53,67,000",5206
Ecuador,2010,5-14 years,8005,male,26,1536680,1.69,Generation Z,"69,55,53,67,000",5206
Ecuador,2010,55-74 years,7998,male,68,713198,9.53,Silent,"69,55,53,67,000",5206
Ecuador,2010,75+ years,7999,male,14,160404,8.73,Silent,"69,55,53,67,000",5206
Ecuador,2011,15-24 years,8007,male,200,1449571,13.8,Millenials,"79,27,66,64,000",5836
Ecuador,2011,25-34 years,8008,male,161,1202963,13.38,Millenials,"79,27,66,64,000",5836
Ecuador,2011,35-54 years,8011,male,160,1677115,9.54,Generation X,"79,27,66,64,000",5836
Ecuador,2011,5-14 years,8016,male,32,1539867,2.08,Generation Z,"79,27,66,64,000",5836
Ecuador,2011,55-74 years,8009,male,83,741610,11.19,Boomers,"79,27,66,64,000",5836
Ecuador,2011,75+ years,8010,male,18,166244,10.83,Silent,"79,27,66,64,000",5836
Ecuador,2012,15-24 years,8019,male,240,1462193,16.41,Millenials,"87,92,45,44,000",6364
Ecuador,2012,25-34 years,8025,female,55,1217762,4.52,Millenials,"87,92,45,44,000",6364
Ecuador,2012,35-54 years,8026,female,48,1755189,2.73,Generation X,"87,92,45,44,000",6364
Ecuador,2012,5-14 years,8029,female,27,1484824,1.82,Generation Z,"87,92,45,44,000",6364
Ecuador,2012,55-74 years,8030,female,13,829724,1.57,Boomers,"87,92,45,44,000",6364
Ecuador,2012,75+ years,8028,female,4,215613,1.86,Silent,"87,92,45,44,000",6364
Ecuador,2013,15-24 years,8035,female,89,1431562,6.22,Millenials,"95,12,96,59,000",6769
Ecuador,2013,25-34 years,8037,female,30,1240273,2.42,Millenials,"95,12,96,59,000",6769
Ecuador,2013,35-54 years,8039,female,32,1795728,1.78,Generation X,"95,12,96,59,000",6769
Ecuador,2013,5-14 years,8042,female,20,1490382,1.34,Generation Z,"95,12,96,59,000",6769
Ecuador,2013,55-74 years,8040,female,12,863112,1.39,Boomers,"95,12,96,59,000",6769
Ecuador,2013,75+ years,8041,female,3,223521,1.34,Silent,"95,12,96,59,000",6769
Ecuador,2014,15-24 years,8048,female,77,1440731,5.34,Millenials,"1,01,72,63,31,000",7116
Ecuador,2014,25-34 years,8049,female,33,1262288,2.61,Millenials,"1,01,72,63,31,000",7116
Ecuador,2014,35-54 years,8047,male,153,1794205,8.53,Generation X,"1,01,72,63,31,000",7116
Ecuador,2014,5-14 years,8050,male,28,1560323,1.79,Generation Z,"1,01,72,63,31,000",7116
Ecuador,2014,55-74 years,8046,male,74,834436,8.87,Boomers,"1,01,72,63,31,000",7116
Ecuador,2014,75+ years,8043,male,25,184452,13.55,Silent,"1,01,72,63,31,000",7116
Ecuador,2015,15-24 years,8060,female,110,1448112,7.6,Millenials,"99,29,03,81,000",6832
Ecuador,2015,25-34 years,8061,female,56,1283175,4.36,Millenials,"99,29,03,81,000",6832
Ecuador,2015,35-54 years,8062,female,46,1876229,2.45,Generation X,"99,29,03,81,000",6832
Ecuador,2015,5-14 years,8066,female,27,1505127,1.79,Generation Z,"99,29,03,81,000",6832
Ecuador,2015,55-74 years,8063,female,22,932718,2.36,Boomers,"99,29,03,81,000",6832
Ecuador,2015,75+ years,8065,female,5,241437,2.07,Silent,"99,29,03,81,000",6832
